type1,type2,spritepath_front,spritepath_back
Steel,Fighting,pokemon_images/sprites/0769-Cobalion-638/front/normal,pokemon_images/sprites/0769-Cobalion-638/back/normal
Rock,Fighting,pokemon_images/sprites/0770-Terrakion-639/front/normal,pokemon_images/sprites/0770-Terrakion-639/back/normal
Grass,Fighting,pokemon_images/sprites/0771-Virizion-640/front/normal,pokemon_images/sprites/0771-Virizion-640/back/normal
Flying,,pokemon_images/sprites/0772-Tornadus Incarnate-641/front/normal,pokemon_images/sprites/0772-Tornadus Incarnate-641/back/normal
Flying,,pokemon_images/sprites/0773-Tornadus Therian-641/front/normal,pokemon_images/sprites/0773-Tornadus Therian-641/back/normal
Electric,Flying,pokemon_images/sprites/0774-Thundurus Incarnate-642/front/normal,pokemon_images/sprites/0774-Thundurus Incarnate-642/back/normal
Electric,Flying,pokemon_images/sprites/0775-Thundurus Therian-642/front/normal,pokemon_images/sprites/0775-Thundurus Therian-642/back/normal
Dragon,Fire,pokemon_images/sprites/0776-Reshiram-643/front/normal,pokemon_images/sprites/0776-Reshiram-643/back/normal
Dragon,Electric,pokemon_images/sprites/0777-Zekrom-644/front/normal,pokemon_images/sprites/0777-Zekrom-644/back/normal
Ground,Flying,pokemon_images/sprites/0778-Landorus Incarnate-645/front/normal,pokemon_images/sprites/0778-Landorus Incarnate-645/back/normal
Ground,Flying,pokemon_images/sprites/0779-Landorus Therian-645/front/normal,pokemon_images/sprites/0779-Landorus Therian-645/back/normal
Dragon,Ice,pokemon_images/sprites/0780-Kyurem-646/front/normal,pokemon_images/sprites/0780-Kyurem-646/back/normal
Dragon,Ice,pokemon_images/sprites/0781-Kyurem Black-646/front/normal,pokemon_images/sprites/0781-Kyurem Black-646/back/normal
Dragon,Ice,pokemon_images/sprites/0782-Kyurem White-646/front/normal,pokemon_images/sprites/0782-Kyurem White-646/back/normal
Water,Fighting,pokemon_images/sprites/0783-Keldeo Ordinary-647/front/normal,pokemon_images/sprites/0783-Keldeo Ordinary-647/back/normal
Water,Fighting,pokemon_images/sprites/0784-Keldeo Resolute-647/front/normal,pokemon_images/sprites/0784-Keldeo Resolute-647/back/normal
Normal,Psychic,pokemon_images/sprites/0785-Meloetta Aria-648/front/normal,pokemon_images/sprites/0785-Meloetta Aria-648/back/normal
Normal,Fighting,pokemon_images/sprites/0786-Meloetta Pirouette-648/front/normal,pokemon_images/sprites/0786-Meloetta Pirouette-648/back/normal
Bug,Steel,pokemon_images/sprites/0787-Genesect-649/front/normal,pokemon_images/sprites/0787-Genesect-649/back/normal
Grass,,pokemon_images/sprites/0788-Chespin-650/front/normal,pokemon_images/sprites/0788-Chespin-650/back/normal
Grass,,pokemon_images/sprites/0789-Quilladin-651/front/normal,pokemon_images/sprites/0789-Quilladin-651/back/normal
Grass,Fighting,pokemon_images/sprites/0790-Chesnaught-652/front/normal,pokemon_images/sprites/0790-Chesnaught-652/back/normal
Fire,,pokemon_images/sprites/0791-Fennekin-653/front/normal,pokemon_images/sprites/0791-Fennekin-653/back/normal
Fire,,pokemon_images/sprites/0792-Braixen-654/front/normal,pokemon_images/sprites/0792-Braixen-654/back/normal
Fire,Psychic,pokemon_images/sprites/0793-Delphox-655/front/normal,pokemon_images/sprites/0793-Delphox-655/back/normal
Water,,pokemon_images/sprites/0794-Froakie-656/front/normal,pokemon_images/sprites/0794-Froakie-656/back/normal
Water,,pokemon_images/sprites/0795-Frogadier-657/front/normal,pokemon_images/sprites/0795-Frogadier-657/back/normal
Water,Dark,pokemon_images/sprites/0796-Greninja-658/front/normal,pokemon_images/sprites/0796-Greninja-658/back/normal
Water,Dark,pokemon_images/sprites/0797-Greninja Ash-658/front/normal,pokemon_images/sprites/0797-Greninja Ash-658/back/normal
Normal,,pokemon_images/sprites/0799-Bunnelby-659/front/normal,pokemon_images/sprites/0799-Bunnelby-659/back/normal
Normal,Ground,pokemon_images/sprites/0800-Diggersby-660/front/normal,pokemon_images/sprites/0800-Diggersby-660/back/normal
Normal,Flying,pokemon_images/sprites/0801-Fletchling-661/front/normal,pokemon_images/sprites/0801-Fletchling-661/back/normal
Fire,Flying,pokemon_images/sprites/0802-Fletchinder-662/front/normal,pokemon_images/sprites/0802-Fletchinder-662/back/normal
Fire,Flying,pokemon_images/sprites/0803-Talonflame-663/front/normal,pokemon_images/sprites/0803-Talonflame-663/back/normal
Bug,,pokemon_images/sprites/0804-Scatterbug-664/front/normal,pokemon_images/sprites/0804-Scatterbug-664/back/normal
Bug,,pokemon_images/sprites/0805-Spewpa-665/front/normal,pokemon_images/sprites/0805-Spewpa-665/back/normal
Bug,Flying,pokemon_images/sprites/0806-Vivillon-666/front/normal,pokemon_images/sprites/0806-Vivillon-666/back/normal
Fire,Normal,pokemon_images/sprites/0807-Litleo-667/front/normal,pokemon_images/sprites/0807-Litleo-667/back/normal
Fire,Normal,pokemon_images/sprites/0808-Pyroar-668/front/normal,pokemon_images/sprites/0808-Pyroar-668/back/normal
Fairy,,pokemon_images/sprites/0809-Flabebe-669/front/normal,pokemon_images/sprites/0809-Flabebe-669/back/normal
Fairy,,pokemon_images/sprites/0810-Floette-670/front/normal,pokemon_images/sprites/0810-Floette-670/back/normal
Fairy,,pokemon_images/sprites/0811-Floette Eternal-670/front/normal,pokemon_images/sprites/0811-Floette Eternal-670/back/normal
Fairy,,pokemon_images/sprites/0812-Florges-671/front/normal,pokemon_images/sprites/0812-Florges-671/back/normal
Grass,,pokemon_images/sprites/0813-Skiddo-672/front/normal,pokemon_images/sprites/0813-Skiddo-672/back/normal
Grass,,pokemon_images/sprites/0814-Gogoat-673/front/normal,pokemon_images/sprites/0814-Gogoat-673/back/normal
Fighting,,pokemon_images/sprites/0815-Pancham-674/front/normal,pokemon_images/sprites/0815-Pancham-674/back/normal
Fighting,Dark,pokemon_images/sprites/0816-Pangoro-675/front/normal,pokemon_images/sprites/0816-Pangoro-675/back/normal
Normal,,pokemon_images/sprites/0817-Furfrou-676/front/normal,pokemon_images/sprites/0817-Furfrou-676/back/normal
Psychic,,pokemon_images/sprites/0818-Espurr-677/front/normal,pokemon_images/sprites/0818-Espurr-677/back/normal
Psychic,,pokemon_images/sprites/0819-Meowstic Female-678/front/normal,pokemon_images/sprites/0819-Meowstic Female-678/back/normal
Psychic,,pokemon_images/sprites/0820-Meowstic Male-678/front/normal,pokemon_images/sprites/0820-Meowstic Male-678/back/normal
Steel,Ghost,pokemon_images/sprites/0821-Honedge-679/front/normal,pokemon_images/sprites/0821-Honedge-679/back/normal
Steel,Ghost,pokemon_images/sprites/0822-Doublade-680/front/normal,pokemon_images/sprites/0822-Doublade-680/back/normal
Steel,Ghost,pokemon_images/sprites/0823-Aegislash Blade-681/front/normal,pokemon_images/sprites/0823-Aegislash Blade-681/back/normal
Steel,Ghost,pokemon_images/sprites/0824-Aegislash Shield-681/front/normal,pokemon_images/sprites/0824-Aegislash Shield-681/back/normal
Fairy,,pokemon_images/sprites/0825-Spritzee-682/front/normal,pokemon_images/sprites/0825-Spritzee-682/back/normal
Fairy,,pokemon_images/sprites/0826-Aromatisse-683/front/normal,pokemon_images/sprites/0826-Aromatisse-683/back/normal
Fairy,,pokemon_images/sprites/0827-Swirlix-684/front/normal,pokemon_images/sprites/0827-Swirlix-684/back/normal
Fairy,,pokemon_images/sprites/0828-Slurpuff-685/front/normal,pokemon_images/sprites/0828-Slurpuff-685/back/normal
Dark,Psychic,pokemon_images/sprites/0829-Inkay-686/front/normal,pokemon_images/sprites/0829-Inkay-686/back/normal
Dark,Psychic,pokemon_images/sprites/0830-Malamar-687/front/normal,pokemon_images/sprites/0830-Malamar-687/back/normal
Rock,Water,pokemon_images/sprites/0831-Binacle-688/front/normal,pokemon_images/sprites/0831-Binacle-688/back/normal
Rock,Water,pokemon_images/sprites/0832-Barbaracle-689/front/normal,pokemon_images/sprites/0832-Barbaracle-689/back/normal
Poison,Water,pokemon_images/sprites/0833-Skrelp-690/front/normal,pokemon_images/sprites/0833-Skrelp-690/back/normal
Poison,Dragon,pokemon_images/sprites/0834-Dragalge-691/front/normal,pokemon_images/sprites/0834-Dragalge-691/back/normal
Water,,pokemon_images/sprites/0835-Clauncher-692/front/normal,pokemon_images/sprites/0835-Clauncher-692/back/normal
Water,,pokemon_images/sprites/0836-Clawitzer-693/front/normal,pokemon_images/sprites/0836-Clawitzer-693/back/normal
Electric,Normal,pokemon_images/sprites/0837-Helioptile-694/front/normal,pokemon_images/sprites/0837-Helioptile-694/back/normal
Electric,Normal,pokemon_images/sprites/0838-Heliolisk-695/front/normal,pokemon_images/sprites/0838-Heliolisk-695/back/normal
Rock,Dragon,pokemon_images/sprites/0839-Tyrunt-696/front/normal,pokemon_images/sprites/0839-Tyrunt-696/back/normal
Rock,Dragon,pokemon_images/sprites/0840-Tyrantrum-697/front/normal,pokemon_images/sprites/0840-Tyrantrum-697/back/normal
Rock,Ice,pokemon_images/sprites/0841-Amaura-698/front/normal,pokemon_images/sprites/0841-Amaura-698/back/normal
Rock,Ice,pokemon_images/sprites/0842-Aurorus-699/front/normal,pokemon_images/sprites/0842-Aurorus-699/back/normal
Fairy,,pokemon_images/sprites/0843-Sylveon-700/front/normal,pokemon_images/sprites/0843-Sylveon-700/back/normal
Fighting,Flying,pokemon_images/sprites/0844-Hawlucha-701/front/normal,pokemon_images/sprites/0844-Hawlucha-701/back/normal
Electric,Fairy,pokemon_images/sprites/0845-Dedenne-702/front/normal,pokemon_images/sprites/0845-Dedenne-702/back/normal
Rock,Fairy,pokemon_images/sprites/0846-Carbink-703/front/normal,pokemon_images/sprites/0846-Carbink-703/back/normal
Dragon,,pokemon_images/sprites/0847-Goomy-704/front/normal,pokemon_images/sprites/0847-Goomy-704/back/normal
Dragon,,pokemon_images/sprites/0848-Sliggoo-705/front/normal,pokemon_images/sprites/0848-Sliggoo-705/back/normal
Dragon,,pokemon_images/sprites/0849-Goodra-706/front/normal,pokemon_images/sprites/0849-Goodra-706/back/normal
Steel,Fairy,pokemon_images/sprites/0850-Klefki-707/front/normal,pokemon_images/sprites/0850-Klefki-707/back/normal
Ghost,Grass,pokemon_images/sprites/0851-Phantump-708/front/normal,pokemon_images/sprites/0851-Phantump-708/back/normal
Ghost,Grass,pokemon_images/sprites/0852-Trevenant-709/front/normal,pokemon_images/sprites/0852-Trevenant-709/back/normal
Ghost,Grass,pokemon_images/sprites/0853-Pumpkaboo Average-710/front/normal,pokemon_images/sprites/0853-Pumpkaboo Average-710/back/normal
Ghost,Grass,pokemon_images/sprites/0857-Gourgeist Average-711/front/normal,pokemon_images/sprites/0857-Gourgeist Average-711/back/normal
Ice,,pokemon_images/sprites/0861-Bergmite-712/front/normal,pokemon_images/sprites/0861-Bergmite-712/back/normal
Ice,,pokemon_images/sprites/0862-Avalugg-713/front/normal,pokemon_images/sprites/0862-Avalugg-713/back/normal
Flying,Dragon,pokemon_images/sprites/0863-Noibat-714/front/normal,pokemon_images/sprites/0863-Noibat-714/back/normal
Flying,Dragon,pokemon_images/sprites/0864-Noivern-715/front/normal,pokemon_images/sprites/0864-Noivern-715/back/normal
Fairy,,pokemon_images/sprites/0865-Xerneas-716/front/normal,pokemon_images/sprites/0865-Xerneas-716/back/normal
Dark,Flying,pokemon_images/sprites/0866-Yveltal-717/front/normal,pokemon_images/sprites/0866-Yveltal-717/back/normal
Dragon,Ground,pokemon_images/sprites/0867-Zygarde-718/front/normal,pokemon_images/sprites/0867-Zygarde-718/back/normal
Dragon,Ground,pokemon_images/sprites/0868-Zygarde 10-718/front/normal,pokemon_images/sprites/0868-Zygarde 10-718/back/normal
Dragon,Ground,pokemon_images/sprites/0869-Zygarde 50-718/front/normal,pokemon_images/sprites/0869-Zygarde 50-718/back/normal
Dragon,Ground,pokemon_images/sprites/0870-Zygarde Complete-718/front/normal,pokemon_images/sprites/0870-Zygarde Complete-718/back/normal
Rock,Fairy,pokemon_images/sprites/0871-Diancie-719/front/normal,pokemon_images/sprites/0871-Diancie-719/back/normal
Psychic,Ghost,pokemon_images/sprites/0873-Hoopa-720/front/normal,pokemon_images/sprites/0873-Hoopa-720/back/normal
Psychic,Dark,pokemon_images/sprites/0874-Hoopa Unbound-720/front/normal,pokemon_images/sprites/0874-Hoopa Unbound-720/back/normal
Fire,Water,pokemon_images/sprites/0875-Volcanion-721/front/normal,pokemon_images/sprites/0875-Volcanion-721/back/normal
Grass,Flying,pokemon_images/sprites/0876-Rowlet-722/front/normal,pokemon_images/sprites/0876-Rowlet-722/back/normal
Grass,Flying,pokemon_images/sprites/0877-Dartrix-723/front/normal,pokemon_images/sprites/0877-Dartrix-723/back/normal
Grass,Ghost,pokemon_images/sprites/0878-Decidueye-724/front/normal,pokemon_images/sprites/0878-Decidueye-724/back/normal
Fire,,pokemon_images/sprites/0879-Litten-725/front/normal,pokemon_images/sprites/0879-Litten-725/back/normal
Fire,,pokemon_images/sprites/0880-Torracat-726/front/normal,pokemon_images/sprites/0880-Torracat-726/back/normal
Fire,Dark,pokemon_images/sprites/0881-Incineroar-727/front/normal,pokemon_images/sprites/0881-Incineroar-727/back/normal
Water,,pokemon_images/sprites/0882-Popplio-728/front/normal,pokemon_images/sprites/0882-Popplio-728/back/normal
Water,,pokemon_images/sprites/0883-Brionne-729/front/normal,pokemon_images/sprites/0883-Brionne-729/back/normal
Water,Fairy,pokemon_images/sprites/0884-Primarina-730/front/normal,pokemon_images/sprites/0884-Primarina-730/back/normal
Normal,Flying,pokemon_images/sprites/0885-Pikipek-731/front/normal,pokemon_images/sprites/0885-Pikipek-731/back/normal
Normal,Flying,pokemon_images/sprites/0886-Trumbeak-732/front/normal,pokemon_images/sprites/0886-Trumbeak-732/back/normal
Normal,Flying,pokemon_images/sprites/0887-Toucannon-733/front/normal,pokemon_images/sprites/0887-Toucannon-733/back/normal
Normal,,pokemon_images/sprites/0888-Yungoos-734/front/normal,pokemon_images/sprites/0888-Yungoos-734/back/normal
Normal,,pokemon_images/sprites/0889-Gumshoos-735/front/normal,pokemon_images/sprites/0889-Gumshoos-735/back/normal
Bug,,pokemon_images/sprites/0891-Grubbin-736/front/normal,pokemon_images/sprites/0891-Grubbin-736/back/normal
Bug,Electric,pokemon_images/sprites/0892-Charjabug-737/front/normal,pokemon_images/sprites/0892-Charjabug-737/back/normal
Bug,Electric,pokemon_images/sprites/0893-Vikavolt-738/front/normal,pokemon_images/sprites/0893-Vikavolt-738/back/normal
Fighting,,pokemon_images/sprites/0895-Crabrawler-739/front/normal,pokemon_images/sprites/0895-Crabrawler-739/back/normal
Fighting,Ice,pokemon_images/sprites/0896-Crabominable-740/front/normal,pokemon_images/sprites/0896-Crabominable-740/back/normal
Fire,Flying,pokemon_images/sprites/0897-Oricorio Baile-741/front/normal,pokemon_images/sprites/0897-Oricorio Baile-741/back/normal
Psychic,Flying,pokemon_images/sprites/0898-Oricorio Pau-741/front/normal,pokemon_images/sprites/0898-Oricorio Pau-741/back/normal
Electric,Flying,pokemon_images/sprites/0899-Oricorio Pom Pom-741/front/normal,pokemon_images/sprites/0899-Oricorio Pom Pom-741/back/normal
Ghost,Flying,pokemon_images/sprites/0900-Oricorio Sensu-741/front/normal,pokemon_images/sprites/0900-Oricorio Sensu-741/back/normal
Bug,Fairy,pokemon_images/sprites/0901-Cutiefly-742/front/normal,pokemon_images/sprites/0901-Cutiefly-742/back/normal
Bug,Fairy,pokemon_images/sprites/0902-Ribombee-743/front/normal,pokemon_images/sprites/0902-Ribombee-743/back/normal
Rock,,pokemon_images/sprites/0904-Rockruff-744/front/normal,pokemon_images/sprites/0904-Rockruff-744/back/normal
Rock,,pokemon_images/sprites/0906-Lycanroc Dusk-745/front/normal,pokemon_images/sprites/0906-Lycanroc Dusk-745/back/normal
Rock,,pokemon_images/sprites/0907-Lycanroc Midday-745/front/normal,pokemon_images/sprites/0907-Lycanroc Midday-745/back/normal
Rock,,pokemon_images/sprites/0908-Lycanroc Midnight-745/front/normal,pokemon_images/sprites/0908-Lycanroc Midnight-745/back/normal
Water,,pokemon_images/sprites/0909-Wishiwashi School-746/front/normal,pokemon_images/sprites/0909-Wishiwashi School-746/back/normal
Water,,pokemon_images/sprites/0910-Wishiwashi Solo-746/front/normal,pokemon_images/sprites/0910-Wishiwashi Solo-746/back/normal
Poison,Water,pokemon_images/sprites/0911-Mareanie-747/front/normal,pokemon_images/sprites/0911-Mareanie-747/back/normal
Poison,Water,pokemon_images/sprites/0912-Toxapex-748/front/normal,pokemon_images/sprites/0912-Toxapex-748/back/normal
Ground,,pokemon_images/sprites/0913-Mudbray-749/front/normal,pokemon_images/sprites/0913-Mudbray-749/back/normal
Ground,,pokemon_images/sprites/0914-Mudsdale-750/front/normal,pokemon_images/sprites/0914-Mudsdale-750/back/normal
Water,Bug,pokemon_images/sprites/0915-Dewpider-751/front/normal,pokemon_images/sprites/0915-Dewpider-751/back/normal
Water,Bug,pokemon_images/sprites/0916-Araquanid-752/front/normal,pokemon_images/sprites/0916-Araquanid-752/back/normal
Grass,,pokemon_images/sprites/0918-Fomantis-753/front/normal,pokemon_images/sprites/0918-Fomantis-753/back/normal
Grass,,pokemon_images/sprites/0919-Lurantis-754/front/normal,pokemon_images/sprites/0919-Lurantis-754/back/normal
Grass,Fairy,pokemon_images/sprites/0921-Morelull-755/front/normal,pokemon_images/sprites/0921-Morelull-755/back/normal
Grass,Fairy,pokemon_images/sprites/0922-Shiinotic-756/front/normal,pokemon_images/sprites/0922-Shiinotic-756/back/normal
Poison,Fire,pokemon_images/sprites/0923-Salandit-757/front/normal,pokemon_images/sprites/0923-Salandit-757/back/normal
Poison,Fire,pokemon_images/sprites/0924-Salazzle-758/front/normal,pokemon_images/sprites/0924-Salazzle-758/back/normal
Normal,Fighting,pokemon_images/sprites/0926-Stufful-759/front/normal,pokemon_images/sprites/0926-Stufful-759/back/normal
Normal,Fighting,pokemon_images/sprites/0927-Bewear-760/front/normal,pokemon_images/sprites/0927-Bewear-760/back/normal
Grass,,pokemon_images/sprites/0928-Bounsweet-761/front/normal,pokemon_images/sprites/0928-Bounsweet-761/back/normal
Grass,,pokemon_images/sprites/0929-Steenee-762/front/normal,pokemon_images/sprites/0929-Steenee-762/back/normal
Grass,,pokemon_images/sprites/0930-Tsareena-763/front/normal,pokemon_images/sprites/0930-Tsareena-763/back/normal
Fairy,,pokemon_images/sprites/0931-Comfey-764/front/normal,pokemon_images/sprites/0931-Comfey-764/back/normal
Normal,Psychic,pokemon_images/sprites/0932-Oranguru-765/front/normal,pokemon_images/sprites/0932-Oranguru-765/back/normal
Fighting,,pokemon_images/sprites/0933-Passimian-766/front/normal,pokemon_images/sprites/0933-Passimian-766/back/normal
Bug,Water,pokemon_images/sprites/0934-Wimpod-767/front/normal,pokemon_images/sprites/0934-Wimpod-767/back/normal
Bug,Water,pokemon_images/sprites/0935-Golisopod-768/front/normal,pokemon_images/sprites/0935-Golisopod-768/back/normal
Ghost,Ground,pokemon_images/sprites/0936-Sandygast-769/front/normal,pokemon_images/sprites/0936-Sandygast-769/back/normal
Ghost,Ground,pokemon_images/sprites/0937-Palossand-770/front/normal,pokemon_images/sprites/0937-Palossand-770/back/normal
Water,,pokemon_images/sprites/0938-Pyukumuku-771/front/normal,pokemon_images/sprites/0938-Pyukumuku-771/back/normal
Normal,,pokemon_images/sprites/0939-Type Null-772/front/normal,pokemon_images/sprites/0939-Type Null-772/back/normal
Normal,,pokemon_images/sprites/0940-Silvally-773/front/normal,pokemon_images/sprites/0940-Silvally-773/back/normal
Rock,Flying,pokemon_images/sprites/0941-Minior Blue-774/front/normal,pokemon_images/sprites/0941-Minior Blue-774/back/normal
Rock,Flying,pokemon_images/sprites/0942-Minior Blue Meteor-774/front/normal,pokemon_images/sprites/0942-Minior Blue Meteor-774/back/normal
Normal,,pokemon_images/sprites/0955-Komala-775/front/normal,pokemon_images/sprites/0955-Komala-775/back/normal
Fire,Dragon,pokemon_images/sprites/0956-Turtonator-776/front/normal,pokemon_images/sprites/0956-Turtonator-776/back/normal
Electric,Steel,pokemon_images/sprites/0957-Togedemaru-777/front/normal,pokemon_images/sprites/0957-Togedemaru-777/back/normal
Ghost,Fairy,pokemon_images/sprites/0959-Mimikyu Busted-778/front/normal,pokemon_images/sprites/0959-Mimikyu Busted-778/back/normal
Ghost,Fairy,pokemon_images/sprites/0960-Mimikyu Disguised-778/front/normal,pokemon_images/sprites/0960-Mimikyu Disguised-778/back/normal
Water,Psychic,pokemon_images/sprites/0963-Bruxish-779/front/normal,pokemon_images/sprites/0963-Bruxish-779/back/normal
Normal,Dragon,pokemon_images/sprites/0964-Drampa-780/front/normal,pokemon_images/sprites/0964-Drampa-780/back/normal
Ghost,Grass,pokemon_images/sprites/0965-Dhelmise-781/front/normal,pokemon_images/sprites/0965-Dhelmise-781/back/normal
Dragon,,pokemon_images/sprites/0966-Jangmo O-782/front/normal,pokemon_images/sprites/0966-Jangmo O-782/back/normal
Dragon,Fighting,pokemon_images/sprites/0967-Hakamo O-783/front/normal,pokemon_images/sprites/0967-Hakamo O-783/back/normal
Dragon,Fighting,pokemon_images/sprites/0968-Kommo O-784/front/normal,pokemon_images/sprites/0968-Kommo O-784/back/normal
Electric,Fairy,pokemon_images/sprites/0970-Tapu Koko-785/front/normal,pokemon_images/sprites/0970-Tapu Koko-785/back/normal
Psychic,Fairy,pokemon_images/sprites/0971-Tapu Lele-786/front/normal,pokemon_images/sprites/0971-Tapu Lele-786/back/normal
Grass,Fairy,pokemon_images/sprites/0972-Tapu Bulu-787/front/normal,pokemon_images/sprites/0972-Tapu Bulu-787/back/normal
Water,Fairy,pokemon_images/sprites/0973-Tapu Fini-788/front/normal,pokemon_images/sprites/0973-Tapu Fini-788/back/normal
Psychic,,pokemon_images/sprites/0974-Cosmog-789/front/normal,pokemon_images/sprites/0974-Cosmog-789/back/normal
Psychic,,pokemon_images/sprites/0975-Cosmoem-790/front/normal,pokemon_images/sprites/0975-Cosmoem-790/back/normal
Psychic,Steel,pokemon_images/sprites/0976-Solgaleo-791/front/normal,pokemon_images/sprites/0976-Solgaleo-791/back/normal
Psychic,Ghost,pokemon_images/sprites/0977-Lunala-792/front/normal,pokemon_images/sprites/0977-Lunala-792/back/normal
Rock,Poison,pokemon_images/sprites/0978-Nihilego-793/front/normal,pokemon_images/sprites/0978-Nihilego-793/back/normal
Bug,Fighting,pokemon_images/sprites/0979-Buzzwole-794/front/normal,pokemon_images/sprites/0979-Buzzwole-794/back/normal
Bug,Fighting,pokemon_images/sprites/0980-Pheromosa-795/front/normal,pokemon_images/sprites/0980-Pheromosa-795/back/normal
Electric,,pokemon_images/sprites/0981-Xurkitree-796/front/normal,pokemon_images/sprites/0981-Xurkitree-796/back/normal
Steel,Flying,pokemon_images/sprites/0982-Celesteela-797/front/normal,pokemon_images/sprites/0982-Celesteela-797/back/normal
Grass,Steel,pokemon_images/sprites/0983-Kartana-798/front/normal,pokemon_images/sprites/0983-Kartana-798/back/normal
Dark,Dragon,pokemon_images/sprites/0984-Guzzlord-799/front/normal,pokemon_images/sprites/0984-Guzzlord-799/back/normal
Psychic,,pokemon_images/sprites/0985-Necrozma-800/front/normal,pokemon_images/sprites/0985-Necrozma-800/back/normal
Psychic,Ghost,pokemon_images/sprites/0986-Necrozma Dawn-800/front/normal,pokemon_images/sprites/0986-Necrozma Dawn-800/back/normal
Psychic,Steel,pokemon_images/sprites/0987-Necrozma Dusk-800/front/normal,pokemon_images/sprites/0987-Necrozma Dusk-800/back/normal
Psychic,Dragon,pokemon_images/sprites/0988-Necrozma Ultra-800/front/normal,pokemon_images/sprites/0988-Necrozma Ultra-800/back/normal
Steel,Fairy,pokemon_images/sprites/0989-Magearna-801/front/normal,pokemon_images/sprites/0989-Magearna-801/back/normal
Steel,Fairy,pokemon_images/sprites/0990-Magearna Original-801/front/normal,pokemon_images/sprites/0990-Magearna Original-801/back/normal
Fighting,Ghost,pokemon_images/sprites/0991-Marshadow-802/front/normal,pokemon_images/sprites/0991-Marshadow-802/back/normal
Poison,,pokemon_images/sprites/0992-Poipole-803/front/normal,pokemon_images/sprites/0992-Poipole-803/back/normal
Poison,Dragon,pokemon_images/sprites/0993-Naganadel-804/front/normal,pokemon_images/sprites/0993-Naganadel-804/back/normal
Rock,Steel,pokemon_images/sprites/0994-Stakataka-805/front/normal,pokemon_images/sprites/0994-Stakataka-805/back/normal
Fire,Ghost,pokemon_images/sprites/0995-Blacephalon-806/front/normal,pokemon_images/sprites/0995-Blacephalon-806/back/normal
Electric,,pokemon_images/sprites/0996-Zeraora-807/front/normal,pokemon_images/sprites/0996-Zeraora-807/back/normal
Steel,,pokemon_images/sprites/0997-Meltan-808/front/normal,pokemon_images/sprites/0997-Meltan-808/back/normal
Steel,,pokemon_images/sprites/0998-Melmetal-809/front/normal,pokemon_images/sprites/0998-Melmetal-809/back/normal
Grass,,pokemon_images/sprites/1000-Grookey-810/front/normal,pokemon_images/sprites/1000-Grookey-810/back/normal
Grass,,pokemon_images/sprites/1001-Thwackey-811/front/normal,pokemon_images/sprites/1001-Thwackey-811/back/normal
Grass,,pokemon_images/sprites/1002-Rillaboom-812/front/normal,pokemon_images/sprites/1002-Rillaboom-812/back/normal
Fire,,pokemon_images/sprites/1004-Scorbunny-813/front/normal,pokemon_images/sprites/1004-Scorbunny-813/back/normal
Fire,,pokemon_images/sprites/1005-Raboot-814/front/normal,pokemon_images/sprites/1005-Raboot-814/back/normal
Fire,,pokemon_images/sprites/1006-Cinderace-815/front/normal,pokemon_images/sprites/1006-Cinderace-815/back/normal
Water,,pokemon_images/sprites/1008-Sobble-816/front/normal,pokemon_images/sprites/1008-Sobble-816/back/normal
Water,,pokemon_images/sprites/1009-Drizzile-817/front/normal,pokemon_images/sprites/1009-Drizzile-817/back/normal
Water,,pokemon_images/sprites/1010-Inteleon-818/front/normal,pokemon_images/sprites/1010-Inteleon-818/back/normal
Normal,,pokemon_images/sprites/1012-Skwovet-819/front/normal,pokemon_images/sprites/1012-Skwovet-819/back/normal
Normal,,pokemon_images/sprites/1013-Greedent-820/front/normal,pokemon_images/sprites/1013-Greedent-820/back/normal
Flying,,pokemon_images/sprites/1014-Rookidee-821/front/normal,pokemon_images/sprites/1014-Rookidee-821/back/normal
Flying,,pokemon_images/sprites/1015-Corvisquire-822/front/normal,pokemon_images/sprites/1015-Corvisquire-822/back/normal
Flying,Steel,pokemon_images/sprites/1016-Corviknight-823/front/normal,pokemon_images/sprites/1016-Corviknight-823/back/normal
Bug,,pokemon_images/sprites/1018-Blipbug-824/front/normal,pokemon_images/sprites/1018-Blipbug-824/back/normal
Bug,Psychic,pokemon_images/sprites/1019-Dottler-825/front/normal,pokemon_images/sprites/1019-Dottler-825/back/normal
Bug,Psychic,pokemon_images/sprites/1020-Orbeetle-826/front/normal,pokemon_images/sprites/1020-Orbeetle-826/back/normal
Dark,,pokemon_images/sprites/1022-Nickit-827/front/normal,pokemon_images/sprites/1022-Nickit-827/back/normal
Dark,,pokemon_images/sprites/1023-Thievul-828/front/normal,pokemon_images/sprites/1023-Thievul-828/back/normal
Grass,,pokemon_images/sprites/1024-Gossifleur-829/front/normal,pokemon_images/sprites/1024-Gossifleur-829/back/normal
Grass,,pokemon_images/sprites/1025-Eldegoss-830/front/normal,pokemon_images/sprites/1025-Eldegoss-830/back/normal
Normal,,pokemon_images/sprites/1026-Wooloo-831/front/normal,pokemon_images/sprites/1026-Wooloo-831/back/normal
Normal,,pokemon_images/sprites/1027-Dubwool-832/front/normal,pokemon_images/sprites/1027-Dubwool-832/back/normal
Water,,pokemon_images/sprites/1028-Chewtle-833/front/normal,pokemon_images/sprites/1028-Chewtle-833/back/normal
Water,Rock,pokemon_images/sprites/1029-Drednaw-834/front/normal,pokemon_images/sprites/1029-Drednaw-834/back/normal
