type1,type2,Red,Orange,Yellow,Green,Cyan,Blue,Purple,Pink,White,Gray,Black,Brown
Rock,Water,0.0,104.0,0.0,205.0,0.0,269.0,0.0,0.0,561.0,0.0,141.0,0.0
Rock,Water,15.0,298.0,0.0,316.0,0.0,502.0,0.0,0.0,1423.0,0.0,328.0,0.0
Poison,Water,9.0,274.0,0.0,0.0,0.0,92.0,84.0,0.0,0.0,0.0,90.0,173.0
Poison,Dragon,712.0,588.0,46.0,0.0,0.0,0.0,217.0,0.0,72.0,0.0,433.0,269.0
Water,None,0.0,0.0,117.0,0.0,474.0,0.0,0.0,0.0,6.0,113.0,213.0,0.0
Water,None,0.0,0.0,503.0,0.0,404.0,1525.0,0.0,0.0,0.0,288.0,452.0,0.0
Electric,Normal,0.0,0.0,323.0,0.0,0.0,13.0,0.0,0.0,37.0,218.0,162.0,0.0
Electric,Normal,0.0,137.0,643.0,0.0,0.0,8.0,0.0,0.0,18.0,366.0,321.0,55.0
Rock,Dragon,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,175.0,220.0,637.0
Rock,Dragon,673.0,410.0,0.0,0.0,0.0,0.0,0.0,1008.0,673.0,113.0,441.0,0.0
Rock,Ice,0.0,0.0,0.0,0.0,0.0,561.0,0.0,158.0,137.0,0.0,116.0,0.0
Rock,Ice,0.0,0.0,0.0,0.0,176.0,1523.0,0.0,0.0,957.0,0.0,244.0,0.0
Fairy,None,73.0,0.0,0.0,0.0,43.0,102.0,0.0,393.0,497.0,30.0,241.0,0.0
Fighting,Flying,394.0,157.0,67.0,0.0,665.0,0.0,0.0,0.0,326.0,43.0,269.0,0.0
Electric,Fairy,0.0,21.0,376.0,0.0,0.0,0.0,0.0,0.0,145.0,94.0,235.0,0.0
Rock,Fairy,0.0,0.0,0.0,0.0,6.0,592.0,0.0,0.0,165.0,48.0,69.0,0.0
Dragon,None,0.0,0.0,0.0,65.0,0.0,0.0,184.0,0.0,260.0,98.0,24.0,0.0
Dragon,None,0.0,0.0,0.0,42.0,0.0,0.0,343.0,0.0,520.0,170.0,80.0,0.0
Dragon,None,0.0,0.0,0.0,142.0,0.0,0.0,592.0,0.0,928.0,546.0,184.0,0.0
Steel,Fairy,27.0,0.0,104.0,0.0,0.0,0.0,0.0,28.0,345.0,300.0,453.0,73.0
Ghost,Grass,0.0,0.0,0.0,0.0,60.0,82.0,0.0,24.0,335.0,98.0,120.0,104.0
Ghost,Grass,4.0,0.0,0.0,516.0,0.0,0.0,0.0,5.0,2003.0,0.0,688.0,0.0
Ghost,Grass,181.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,72.0,0.0
Ghost,Grass,630.0,76.0,450.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,339.0,456.0
Ice,None,0.0,0.0,13.0,0.0,563.0,73.0,32.0,0.0,150.0,6.0,69.0,0.0
Ice,None,0.0,4.0,6.0,0.0,1485.0,1037.0,301.0,0.0,254.0,14.0,164.0,0.0
Flying,Dragon,0.0,0.0,11.0,0.0,0.0,0.0,508.0,0.0,170.0,493.0,225.0,0.0
Flying,Dragon,167.0,0.0,7.0,0.0,275.0,0.0,1047.0,0.0,295.0,1819.0,298.0,0.0
Fairy,None,28.0,54.0,18.0,0.0,0.0,621.0,28.0,0.0,694.0,357.0,653.0,128.0
Dark,Flying,1163.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2055.0,925.0,0.0
Dragon,Ground,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,24.0,0.0,50.0,0.0
Dragon,Ground,11.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,25.0,857.0,381.0,0.0
Dragon,Ground,0.0,0.0,0.0,1248.0,0.0,0.0,0.0,0.0,18.0,1369.0,617.0,0.0
Dragon,Ground,318.0,8.0,0.0,651.0,0.0,67.0,0.0,0.0,236.0,3216.0,1386.0,0.0
Rock,Fairy,14.0,0.0,16.0,0.0,0.0,0.0,0.0,477.0,636.0,305.0,152.0,0.0
Psychic,Ghost,0.0,0.0,232.0,15.0,0.0,0.0,0.0,347.0,294.0,244.0,135.0,0.0
Psychic,Dark,0.0,0.0,563.0,0.0,253.0,1380.0,0.0,1570.0,9.0,192.0,681.0,0.0
Fire,Water,2385.0,161.0,225.0,0.0,399.0,0.0,0.0,0.0,3.0,0.0,376.0,0.0
Grass,Flying,0.0,37.0,0.0,0.0,84.0,0.0,0.0,0.0,547.0,26.0,116.0,0.0
Grass,Flying,136.0,51.0,0.0,269.0,0.0,0.0,0.0,0.0,534.0,60.0,164.0,17.0
Grass,Ghost,261.0,0.0,0.0,0.0,666.0,29.0,0.0,0.0,701.0,63.0,268.0,78.0
Fire,None,232.0,0.0,28.0,0.0,0.0,549.0,0.0,0.0,20.0,9.0,174.0,0.0
Fire,None,702.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,418.0,101.0,204.0,0.0
Fire,Dark,1334.0,115.0,24.0,3.0,0.0,0.0,0.0,0.0,30.0,713.0,925.0,0.0
Water,None,0.0,0.0,0.0,0.0,102.0,565.0,0.0,30.0,74.0,17.0,89.0,0.0
Water,None,0.0,0.0,0.0,0.0,392.0,189.0,0.0,32.0,339.0,159.0,149.0,0.0
Water,Fairy,54.0,0.0,0.0,0.0,415.0,777.0,0.0,81.0,629.0,278.0,313.0,0.0
Normal,Flying,126.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,127.0,99.0,206.0,0.0
Normal,Flying,47.0,24.0,0.0,0.0,8.0,35.0,0.0,0.0,68.0,476.0,146.0,79.0
Normal,Flying,185.0,58.0,168.0,0.0,71.0,0.0,0.0,0.0,172.0,479.0,373.0,0.0
Normal,None,334.0,171.0,156.0,0.0,0.0,0.0,0.0,10.0,13.0,32.0,138.0,270.0
Normal,None,0.0,67.0,486.0,0.0,0.0,0.0,0.0,3.0,617.0,23.0,223.0,309.0
Bug,None,146.0,41.0,138.0,0.0,0.0,0.0,0.0,0.0,175.0,45.0,102.0,0.0
Bug,Electric,0.0,43.0,0.0,779.0,0.0,38.0,0.0,0.0,81.0,13.0,64.0,22.0
Bug,Electric,0.0,14.0,113.0,0.0,795.0,47.0,0.0,0.0,577.0,207.0,236.0,0.0
Fighting,None,0.0,0.0,0.0,0.0,13.0,644.0,505.0,0.0,325.0,0.0,235.0,0.0
Fighting,Ice,49.0,0.0,0.0,0.0,542.0,1112.0,0.0,8.0,1872.0,386.0,396.0,0.0
Fire,Flying,680.0,0.0,0.0,0.0,0.0,8.0,0.0,83.0,25.0,372.0,184.0,0.0
Psychic,Flying,33.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,591.0,0.0,190.0,86.0
Electric,Flying,0.0,97.0,840.0,0.0,0.0,0.0,0.0,68.0,193.0,1.0,156.0,0.0
Ghost,Flying,0.0,0.0,0.0,0.0,310.0,845.0,94.0,72.0,102.0,0.0,227.0,0.0
Bug,Fairy,0.0,80.0,113.0,0.0,0.0,0.0,0.0,0.0,272.0,66.0,112.0,0.0
Bug,Fairy,0.0,179.0,130.0,0.0,0.0,0.0,0.0,0.0,440.0,104.0,224.0,80.0
Rock,None,185.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,729.0,0.0,161.0,0.0
Rock,None,88.0,455.0,0.0,4.0,0.0,0.0,0.0,12.0,1320.0,0.0,306.0,0.0
Rock,None,140.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,1455.0,0.0,289.0,91.0
Rock,None,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.0,0.0,350.0,0.0
Water,None,0.0,0.0,0.0,0.0,34.0,3347.0,0.0,0.0,150.0,50.0,264.0,0.0
Water,None,0.0,0.0,0.0,0.0,13.0,114.0,0.0,9.0,222.0,103.0,73.0,0.0
Poison,Water,0.0,4.0,5.0,0.0,577.0,308.0,272.0,76.0,17.0,0.0,222.0,0.0
Poison,Water,114.0,133.0,20.0,0.0,861.0,1356.0,0.0,330.0,0.0,0.0,413.0,0.0
Ground,None,468.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,114.0,68.0,285.0,221.0
Ground,None,712.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,3.0,687.0,404.0,898.0
Water,Bug,0.0,0.0,100.0,205.0,68.0,212.0,0.0,0.0,155.0,0.0,90.0,0.0
Water,Bug,0.0,0.0,125.0,147.0,135.0,1552.0,0.0,0.0,167.0,0.0,351.0,0.0
Grass,None,0.0,0.0,0.0,520.0,0.0,0.0,0.0,225.0,22.0,0.0,72.0,0.0
Grass,None,0.0,0.0,0.0,104.0,0.0,0.0,0.0,1240.0,198.0,40.0,211.0,0.0
Grass,Fairy,0.0,0.0,0.0,28.0,0.0,16.0,96.0,152.0,247.0,0.0,93.0,0.0
Grass,Fairy,0.0,0.0,0.0,877.0,0.0,0.0,260.0,1064.0,264.0,0.0,283.0,0.0
Poison,Fire,25.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,2.0,416.0,244.0,473.0
Poison,Fire,132.0,0.0,0.0,0.0,0.0,174.0,5.0,44.0,1.0,821.0,270.0,0.0
Normal,Fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,189.0,32.0,150.0,266.0
Normal,Fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,293.0,1416.0,258.0,0.0
Grass,None,0.0,0.0,2.0,306.0,0.0,0.0,0.0,321.0,45.0,5.0,75.0,0.0
Grass,None,14.0,0.0,8.0,560.0,0.0,0.0,0.0,186.0,293.0,0.0,176.0,0.0
Grass,None,46.0,0.0,130.0,1149.0,0.0,0.0,0.0,494.0,271.0,0.0,240.0,0.0
Fairy,None,225.0,0.0,246.0,311.0,0.0,0.0,0.0,111.0,239.0,41.0,254.0,0.0
Normal,Psychic,0.0,47.0,0.0,395.0,18.0,0.0,387.0,0.0,823.0,173.0,353.0,185.0
Fighting,None,0.0,16.0,5.0,387.0,0.0,0.0,0.0,0.0,1572.0,0.0,277.0,0.0
Bug,Water,0.0,0.0,26.0,0.0,75.0,0.0,102.0,308.0,233.0,74.0,104.0,0.0
Bug,Water,0.0,0.0,0.0,929.0,0.0,0.0,163.0,527.0,1201.0,367.0,529.0,0.0
Ghost,Ground,51.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,747.0,23.0,127.0,12.0
Ghost,Ground,22.0,1619.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,110.0,402.0
Water,None,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,306.0,212.0,0.0
Normal,None,537.0,0.0,0.0,25.0,116.0,100.0,32.0,0.0,98.0,649.0,462.0,533.0
Normal,None,20.0,0.0,0.0,0.0,116.0,104.0,32.0,0.0,1130.0,310.0,320.0,427.0
Rock,Flying,0.0,0.0,0.0,0.0,347.0,131.0,0.0,0.0,201.0,0.0,64.0,0.0
Rock,Flying,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,207.0,229.0
Normal,None,0.0,0.0,97.0,0.0,0.0,523.0,0.0,0.0,233.0,71.0,97.0,0.0
Fire,Dragon,974.0,144.0,306.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,325.0,373.0
Electric,Steel,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,575.0,215.0,108.0,0.0
Ghost,Fairy,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,63.0,144.0,0.0
Ghost,Fairy,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,92.0,127.0,0.0
Water,Psychic,0.0,0.0,183.0,0.0,125.0,106.0,95.0,322.0,13.0,6.0,93.0,0.0
Normal,Dragon,0.0,22.0,41.0,370.0,718.0,0.0,0.0,16.0,1635.0,246.0,236.0,0.0
Ghost,Grass,7.0,183.0,203.0,0.0,1339.0,0.0,39.0,127.0,22.0,17.0,323.0,254.0
Dragon,None,7.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,329.0,246.0,193.0,0.0
Dragon,Fighting,41.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,410.0,500.0,295.0,0.0
Dragon,Fighting,156.0,322.0,865.0,0.0,0.0,0.0,0.0,0.0,177.0,1411.0,543.0,0.0
Electric,Fairy,63.0,325.0,1152.0,0.0,5.0,0.0,0.0,0.0,368.0,264.0,491.0,0.0
Psychic,Fairy,369.0,0.0,0.0,0.0,8.0,0.0,0.0,397.0,76.0,189.0,242.0,0.0
Grass,Fairy,601.0,0.0,311.0,0.0,5.0,0.0,0.0,0.0,113.0,609.0,315.0,258.0
Water,Fairy,0.0,0.0,0.0,0.0,3.0,392.0,784.0,0.0,39.0,189.0,443.0,0.0
Psychic,None,0.0,24.0,36.0,0.0,293.0,248.0,184.0,17.0,31.0,0.0,92.0,0.0
Psychic,None,0.0,256.0,410.0,0.0,17.0,121.0,37.0,6.0,34.0,0.0,130.0,0.0
Psychic,Steel,0.0,0.0,663.0,0.0,0.0,72.0,0.0,0.0,2695.0,299.0,531.0,0.0
Psychic,Ghost,0.0,0.0,530.0,0.0,2860.0,18.0,54.0,12.0,1162.0,155.0,421.0,0.0
Rock,Poison,0.0,0.0,0.0,0.0,175.0,102.0,0.0,0.0,1189.0,0.0,188.0,0.0
Bug,Fighting,1736.0,279.0,40.0,0.0,0.0,0.0,0.0,0.0,450.0,579.0,1072.0,521.0
Bug,Fighting,0.0,116.0,160.0,0.0,0.0,2.0,9.0,0.0,2071.0,617.0,317.0,0.0
Electric,None,0.0,341.0,17.0,0.0,0.0,0.0,0.0,0.0,536.0,1260.0,471.0,0.0
Steel,Flying,0.0,0.0,0.0,666.0,3032.0,0.0,0.0,0.0,347.0,0.0,368.0,0.0
Grass,Steel,57.0,167.0,89.0,0.0,0.0,0.0,0.0,0.0,480.0,213.0,121.0,0.0
Dark,Dragon,0.0,0.0,762.0,0.0,2522.0,819.0,0.0,0.0,0.0,0.0,1120.0,228.0
Psychic,None,2.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,175.0,2164.0,966.0,0.0
Psychic,Ghost,4.0,345.0,296.0,2.0,17.0,0.0,0.0,0.0,1710.0,1360.0,1189.0,0.0
Psychic,Steel,2.0,0.0,0.0,2.0,376.0,940.0,0.0,36.0,891.0,1691.0,1028.0,0.0
Psychic,Dragon,4.0,0.0,1454.0,0.0,2.0,0.0,0.0,0.0,2142.0,274.0,254.0,0.0
Steel,Fairy,15.0,65.0,66.0,0.0,15.0,0.0,0.0,317.0,836.0,102.0,141.0,0.0
Steel,Fairy,559.0,118.0,279.0,0.0,15.0,0.0,0.0,0.0,312.0,123.0,151.0,0.0
Fighting,Ghost,0.0,42.0,46.0,0.0,299.0,0.0,0.0,0.0,135.0,337.0,117.0,0.0
Poison,None,0.0,0.0,0.0,0.0,19.0,98.0,483.0,181.0,15.0,15.0,127.0,0.0
Poison,Dragon,104.0,0.0,0.0,0.0,14.0,0.0,1277.0,181.0,39.0,149.0,272.0,0.0
Rock,Steel,0.0,0.0,0.0,199.0,0.0,236.0,0.0,0.0,0.0,3235.0,761.0,0.0
Fire,Ghost,0.0,0.0,91.0,0.0,236.0,0.0,0.0,173.0,567.0,181.0,254.0,0.0
Electric,None,0.0,266.0,1020.0,0.0,51.0,121.0,0.0,0.0,33.0,314.0,292.0,0.0
Steel,None,14.0,140.0,228.0,0.0,0.0,0.0,0.0,0.0,185.0,73.0,97.0,0.0
Steel,None,0.0,338.0,231.0,0.0,0.0,0.0,0.0,0.0,1328.0,2286.0,640.0,0.0
Grass,None,139.0,47.0,104.0,302.0,0.0,0.0,0.0,0.0,19.0,7.0,122.0,74.0
Grass,None,66.0,0.0,180.0,505.0,109.0,0.0,0.0,0.0,139.0,0.0,177.0,211.0
Grass,None,43.0,0.0,0.0,840.0,0.0,0.0,0.0,479.0,1491.0,0.0,412.0,771.0
Fire,None,121.0,29.0,47.0,0.0,0.0,0.0,0.0,0.0,410.0,126.0,102.0,0.0
Fire,None,270.0,0.0,54.0,0.0,0.0,162.0,0.0,0.0,432.0,91.0,185.0,0.0
Fire,None,394.0,56.0,126.0,0.0,0.0,230.0,0.0,0.0,527.0,106.0,223.0,0.0
Water,None,0.0,0.0,76.0,0.0,207.0,349.0,0.0,0.0,153.0,0.0,99.0,0.0
Water,None,0.0,0.0,0.0,176.0,472.0,104.0,55.0,0.0,75.0,0.0,158.0,0.0
Water,None,0.0,50.0,177.0,0.0,117.0,482.0,0.0,0.0,140.0,344.0,259.0,0.0
Normal,None,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,177.0,146.0,0.0
Normal,None,2016.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,402.0,741.0
Flying,None,20.0,0.0,137.0,0.0,0.0,209.0,0.0,0.0,308.0,59.0,148.0,0.0
Flying,None,15.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,822.0,0.0,417.0,0.0
Flying,Steel,2.0,0.0,0.0,0.0,0.0,1538.0,0.0,1.0,0.0,95.0,247.0,0.0
Bug,None,0.0,9.0,64.0,0.0,0.0,321.0,0.0,0.0,109.0,29.0,71.0,0.0
Bug,Psychic,0.0,399.0,355.0,0.0,44.0,294.0,0.0,0.0,136.0,0.0,188.0,42.0
Bug,Psychic,1149.0,44.0,118.0,0.0,18.0,507.0,0.0,185.0,23.0,24.0,227.0,0.0
Dark,None,576.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,351.0,351.0,240.0
Dark,None,909.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,388.0,596.0,386.0
Grass,None,388.0,172.0,340.0,135.0,0.0,0.0,0.0,0.0,61.0,0.0,157.0,0.0
Grass,None,0.0,51.0,326.0,144.0,0.0,0.0,0.0,0.0,1345.0,0.0,90.0,0.0
Normal,None,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,710.0,129.0,141.0,170.0
Normal,None,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,1201.0,1274.0,379.0,180.0
Water,None,0.0,79.0,81.0,0.0,535.0,42.0,0.0,0.0,32.0,0.0,80.0,11.0
Water,Rock,283.0,250.0,302.0,0.0,811.0,0.0,0.0,0.0,286.0,0.0,251.0,54.0
Electric,None,8.0,29.0,305.0,44.0,0.0,0.0,0.0,0.0,464.0,46.0,129.0,68.0
Electric,None,0.0,108.0,557.0,8.0,0.0,0.0,0.0,0.0,388.0,724.0,244.0,0.0
Rock,None,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,940.0,242.0,0.0
Rock,Fire,207.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,15.0,825.0,594.0,0.0
Rock,Fire,264.0,0.0,5.0,0.0,0.0,0.0,0.0,188.0,24.0,2141.0,835.0,0.0
Grass,Dragon,368.0,51.0,0.0,193.0,0.0,0.0,0.0,13.0,72.0,0.0,70.0,0.0
Grass,Dragon,427.0,0.0,48.0,266.0,0.0,0.0,0.0,0.0,653.0,0.0,238.0,72.0
Grass,Dragon,169.0,569.0,0.0,1099.0,0.0,0.0,0.0,83.0,823.0,0.0,259.0,0.0
Ground,None,0.0,0.0,168.0,21.0,0.0,0.0,0.0,0.0,781.0,0.0,96.0,0.0
Ground,None,9.0,0.0,838.0,17.0,0.0,0.0,0.0,0.0,1014.0,0.0,822.0,130.0
Flying,Water,0.0,0.0,122.0,19.0,0.0,1113.0,0.0,0.0,320.0,60.0,172.0,0.0
Water,None,23.0,40.0,63.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,120.0,124.0
Water,None,357.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,637.0,0.0,222.0,207.0
Electric,Poison,0.0,0.0,0.0,0.0,3.0,10.0,898.0,4.0,161.0,2.0,116.0,0.0
Electric,Poison,0.0,0.0,524.0,0.0,0.0,0.0,1076.0,131.0,119.0,0.0,235.0,31.0
Electric,Poison,0.0,0.0,0.0,0.0,301.0,207.0,1070.0,122.0,75.0,0.0,228.0,0.0
Fire,Bug,759.0,94.0,43.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,141.0,93.0
Fire,Bug,744.0,515.0,187.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,172.0,805.0
Fighting,None,330.0,0.0,0.0,0.0,24.0,224.0,0.0,0.0,377.0,0.0,103.0,0.0
Fighting,None,0.0,0.0,231.0,38.0,17.0,1707.0,0.0,0.0,2.0,0.0,220.0,0.0
Ghost,None,0.0,36.0,57.0,0.0,315.0,0.0,132.0,8.0,115.0,0.0,59.0,80.0
Ghost,None,0.0,68.0,93.0,0.0,662.0,144.0,213.0,28.0,483.0,0.0,139.0,82.0
Psychic,None,0.0,0.0,0.0,0.0,0.0,388.0,0.0,80.0,90.0,0.0,68.0,0.0
Psychic,None,0.0,0.0,0.0,0.0,0.0,947.0,0.0,223.0,329.0,2.0,183.0,0.0
Psychic,Fairy,0.0,0.0,0.0,0.0,0.0,993.0,31.0,536.0,317.0,0.0,196.0,0.0
Dark,Fairy,68.0,0.0,0.0,0.0,0.0,172.0,0.0,766.0,72.0,0.0,168.0,0.0
Dark,Fairy,348.0,0.0,0.0,194.0,0.0,512.0,14.0,357.0,32.0,0.0,279.0,0.0
Dark,Fairy,37.0,0.0,0.0,457.0,0.0,1997.0,303.0,6.0,30.0,3.0,420.0,0.0
Dark,Normal,0.0,0.0,0.0,0.0,156.0,0.0,0.0,60.0,400.0,1768.0,282.0,0.0
Steel,None,14.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1023.0,351.0,0.0
Ghost,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2239.0,356.0,69.0,0.0
Fighting,None,0.0,101.0,52.0,887.0,0.0,0.0,0.0,0.0,722.0,174.0,293.0,0.0
Ice,Psychic,43.0,16.0,21.0,0.0,0.0,1132.0,0.0,52.0,129.0,0.0,224.0,30.0
Ground,Ghost,279.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,767.0,1302.0,277.0,0.0
Fairy,None,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,69.0,0.0
Fairy,None,250.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,672.0,0.0,123.0,0.0
Fighting,None,657.0,97.0,673.0,0.0,0.0,0.0,0.0,0.0,152.0,150.0,373.0,183.0
Electric,None,0.0,12.0,48.0,0.0,0.0,0.0,454.0,0.0,0.0,97.0,113.0,16.0
Ice,Bug,0.0,0.0,0.0,0.0,0.0,65.0,18.0,0.0,446.0,0.0,54.0,0.0
Ice,Bug,0.0,0.0,0.0,5.0,0.0,39.0,0.0,0.0,2071.0,414.0,90.0,0.0
Rock,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.0,1006.0,233.0,459.0
Ice,None,0.0,14.0,36.0,0.0,1199.0,391.0,0.0,0.0,657.0,0.0,184.0,18.0
Ice,None,0.0,14.0,36.0,0.0,198.0,353.0,0.0,0.0,465.0,0.0,136.0,18.0
Psychic,Normal,0.0,0.0,0.0,0.0,0.0,493.0,135.0,51.0,276.0,0.0,132.0,25.0
Psychic,Normal,0.0,0.0,0.0,0.0,3.0,575.0,138.0,38.0,218.0,0.0,122.0,13.0
Electric,Dark,14.0,0.0,0.0,0.0,0.0,0.0,301.0,28.0,11.0,405.0,91.0,0.0
Steel,None,621.0,356.0,78.0,0.0,437.0,0.0,0.0,0.0,106.0,0.0,196.0,100.0
Steel,None,59.0,541.0,0.0,0.0,2761.0,0.0,0.0,0.0,104.0,206.0,288.0,0.0
Electric,Dragon,516.0,409.0,380.0,143.0,750.0,0.0,0.0,161.0,443.0,0.0,359.0,0.0
Electric,Ice,0.0,113.0,252.0,0.0,422.0,822.0,0.0,0.0,1032.0,0.0,231.0,0.0
Water,Dragon,605.0,0.0,0.0,162.0,623.0,871.0,0.0,189.0,180.0,0.0,257.0,0.0
Water,Ice,0.0,0.0,0.0,0.0,72.0,2322.0,0.0,0.0,659.0,0.0,213.0,0.0
Steel,Dragon,20.0,0.0,0.0,0.0,0.0,261.0,59.0,0.0,1267.0,518.0,250.0,0.0
Dragon,Ghost,41.0,0.0,71.0,634.0,0.0,0.0,0.0,18.0,0.0,0.0,135.0,0.0
Dragon,Ghost,22.0,0.0,35.0,89.0,615.0,669.0,0.0,65.0,135.0,0.0,232.0,0.0
Dragon,Ghost,136.0,0.0,26.0,0.0,1424.0,687.0,0.0,124.0,185.0,0.0,271.0,0.0
Fairy,Steel,801.0,513.0,0.0,0.0,0.0,609.0,0.0,0.0,945.0,0.0,605.0,111.0
Fairy,None,1074.0,0.0,0.0,0.0,0.0,1387.0,0.0,0.0,171.0,0.0,568.0,90.0
Fighting,Steel,749.0,622.0,0.0,0.0,0.0,1080.0,0.0,0.0,887.0,172.0,522.0,0.0
Fighting,None,1405.0,0.0,0.0,0.0,0.0,1142.0,0.0,0.0,225.0,275.0,447.0,0.0
Poison,Dragon,729.0,0.0,0.0,0.0,0.0,1182.0,638.0,48.0,16.0,0.0,666.0,0.0
Fighting,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,316.0,169.0,0.0
Fighting,Water,0.0,80.0,117.0,0.0,0.0,0.0,0.0,0.0,353.0,1889.0,328.0,0.0
Fighting,Dark,0.0,78.0,108.0,0.0,0.0,0.0,0.0,0.0,316.0,2248.0,331.0,0.0
Dark,Grass,8.0,0.0,0.0,251.0,0.0,0.0,76.0,35.0,84.0,1887.0,473.0,0.0
Electric,None,0.0,0.0,1674.0,0.0,0.0,262.0,0.0,15.0,488.0,0.0,74.0,238.0
Dragon,None,391.0,0.0,0.0,0.0,1001.0,998.0,0.0,511.0,0.0,0.0,163.0,0.0
Ice,None,0.0,0.0,0.0,0.0,0.0,794.0,0.0,0.0,1119.0,110.0,244.0,0.0
Ghost,None,0.0,0.0,0.0,0.0,0.0,1157.0,192.0,0.0,76.0,567.0,519.0,0.0
Psychic,Grass,0.0,0.0,0.0,0.0,1166.0,95.0,0.0,0.0,475.0,426.0,270.0,0.0
Psychic,Ice,0.0,0.0,0.0,0.0,501.0,856.0,0.0,0.0,1105.0,224.0,382.0,0.0
Psychic,Ghost,0.0,0.0,0.0,0.0,529.0,1167.0,140.0,0.0,139.0,723.0,655.0,0.0
